_id,Date Time,profile,company,Location,Start Date,Stipend,Duration,Apply by Date,Offer,Skills and Perks,,,,,,,,,,
5f9fbcfc9ab4cb82f82fd6c6,02-11-2020 13:32,Content Writing,King Crescent,Delhi,Immediately, 5000-7000 /month,5 Months,13 Nov' 20,Internship with job offer,"[""Job offer""]",,,,,,,,,,
5f9fbcfc9ab4cb82f82fd6c7,02-11-2020 13:32,Business Development (Sales),Classengage,Delhi,Immediately, 8000 /month,6 Months,12 Nov' 20,Internship with job offer,"[""Certificate"","" Letter of recommendation"","" Job offer""]",,,,,,,,,,
5f9fbcfd9ab4cb82f82fd6c8,02-11-2020 13:32,Social Media Marketing,Credflow,Delhi,Immediately, 5000 /month,3 Months,12 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code""]",,,,,,,,,,
5f9fbcfe9ab4cb82f82fd6c9,02-11-2020 13:32,Business Development (Sales),Ms. Kwikpic Tech Services,Delhi,Immediately, 8000 /month +  Incentives,2 Months,12 Nov' 20,Internship,"[""MS-Office"",""Flexible work hours""]",,,,,,,,,,
5f9fbcff9ab4cb82f82fd6ca,02-11-2020 13:32,Business Development (Sales),Knightfrank India Private Limited,Gurgaon,Immediately, 10000 /month,3 Months,12 Nov' 20,Internship,"[""MS-PowerPoint"",""MS-Excel"",""Certificate"","" 5 days a week""]",,,,,,,,,,
5f9fbcff9ab4cb82f82fd6cb,02-11-2020 13:32,Operations,Madman Technologies,Delhi,Immediately, 10000-12000 /month,6 Months,12 Nov' 20,Internship with job offer,"[""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Job offer""]",,,,,,,,,,
5f9fbd009ab4cb82f82fd6cc,02-11-2020 13:32,Human Resources (HR),Bunch Microtechnologies Private Limited,Noida,Immediately, 15000 /month,3 Months,12 Nov' 20,Internship,"[""MS-Excel"",""Certificate"","" Flexible work hours"","" Informal dress code"","" 5 days a week"","" Free snacks & beverages""]",,,,,,,,,,
5f9fbd019ab4cb82f82fd6cd,02-11-2020 13:32,Media & Public Relations (PR),Crossword Public Relation,Delhi,Immediately, 4000 /month,3 Months,12 Nov' 20,Internship,"[""MS-Office"",""MS-Word"",""MS-Excel"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week"","" Free snacks & beverages""]",,,,,,,,,,
5f9fbd029ab4cb82f82fd6ce,02-11-2020 13:32,Digital Marketing,Ramagiq,Ghaziabad,Immediately, 10000-12000 /month,3 Months,12 Nov' 20,Internship,"[""PHP"",""MS-Office"",""Adobe Photoshop Lightroom CC"",""Letter of recommendation"","" Informal dress code"","" 5 days a week""]",,,,,,,,,,
5f9fbd039ab4cb82f82fd6cf,02-11-2020 13:32,Mobile App Development,Victorious Infotech Private Limited,Noida,Immediately, 10000 /month,6 Months,12 Nov' 20,Internship,[],,,,,,,,,,
5f9fbd049ab4cb82f82fd6d0,02-11-2020 13:32,CAD/CAM In Solidworks/Autocad,BC Infra Projects Private Limited,Delhi,Immediately, 10000-15000 lump sum,2 Weeks,12 Nov' 20,Internship,"[""AutoCAD"",""SolidWorks"",""Autodesk Inventor""]",,,,,,,,,,
5f9fbd049ab4cb82f82fd6d1,02-11-2020 13:32,Corporate Sales,Pitricks E-Learning LLP,Delhi,Immediately, 15000 lump sum,6 Weeks,12 Nov' 20,Internship,"[""MS-Excel"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation""]",,,,,,,,,,
5f9fbd059ab4cb82f82fd6d2,02-11-2020 13:32,Pre-school Teaching,The Banyan,Gurgaon,Immediately, 5000 /month,4 Months,12 Nov' 20,Internship,[],,,,,,,,,,
5f9fbd069ab4cb82f82fd6d3,02-11-2020 13:32,Information Technology,The Banyan,Gurgaon,Immediately, 2000 /month,2 Months,12 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation""]",,,,,,,,,,
5f9fbd079ab4cb82f82fd6d4,02-11-2020 13:32,Chartered Accountancy (CA),Mittal Associates,Delhi,Immediately, 3000 /month,6 Months,12 Nov' 20,Internship with job offer,"[""MS-Word"",""Accounting"",""Tally"",""MS-Excel"",""Certificate"","" Letter of recommendation"","" Informal dress code"","" Job offer""]",,,,,,,,,,
5f9fbd089ab4cb82f82fd6d5,02-11-2020 13:32,Business Development (Sales),SK Tuli Group,Noida,Immediately, 10000 /month,3 Months,12 Nov' 20,Internship,"[""MS-Excel"",""Hindi Proficiency (Spoken)"",""Hindi Proficiency (Written)"",""Certificate"","" Flexible work hours""]",,,,,,,,,,
5f9fbd089ab4cb82f82fd6d6,02-11-2020 13:32,Business Development (Sales),Prism Logistics Private Limited,Delhi,Immediately, 10000 /month,3 Months,12 Nov' 20,Internship,"[""MS-Word"",""MS-Excel"",""Certificate""]",,,,,,,,,,
5f9fbd099ab4cb82f82fd6d7,02-11-2020 13:32,Business Development (Sales),Net Creative Mind,Delhi,Immediately, 7500 /month,6 Months,12 Nov' 20,Internship,"[""Certificate""]",,,,,,,,,,
5f9fbd0a9ab4cb82f82fd6d8,02-11-2020 13:32,Search Engine Optimization (SEO),Exploring2gether,Delhi,Immediately, 2000 /month,2 Months,12 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Flexible work hours""]",,,,,,,,,,
5f9fbd0b9ab4cb82f82fd6d9,02-11-2020 13:32,Fashion Consulting,Sketch To Reality LLP,Noida,Immediately, 5000 /month,3 Months,12 Nov' 20,Internship,"[""Adobe Photoshop"",""Adobe Illustrator"",""Fashion Designing"",""English Proficiency (Spoken)"",""Fashion Styling"",""Certificate"","" Letter of recommendation""]",,,,,,,,,,
5f9fbd0b9ab4cb82f82fd6da,02-11-2020 13:32,Marketing,Metis Learning Solutions,Delhi,Immediately, 20000 /month,2 Months,12 Nov' 20,Internship with job offer,"[""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" Free snacks & beverages"","" Job offer""]",,,,,,,,,,
5f9fbd0c9ab4cb82f82fd6db,02-11-2020 13:32,Architect Trainee,Enhancer Solutions Private Limited,Delhi,Immediately, 5000-10000 /month,6 Months,12 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Flexible work hours""]",,,,,,,,,,
5f9fbd0d9ab4cb82f82fd6dc,02-11-2020 13:32,Business Development (Sales),Skillizen,Delhi,Immediately, 10000 /month,2 Months,12 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Informal dress code"","" 5 days a week""]",,,,,,,,,,
5f9fbd0e9ab4cb82f82fd6dd,02-11-2020 13:32,Fundraising,SHAPE India,Delhi,Immediately,Unpaid,2 Months,12 Nov' 20,Internship,"[""Digital Marketing"",""Facebook Marketing"",""Email Marketing"",""Instagram Marketing"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" 5 days a week""]",,,,,,,,,,
5f9fbd0e9ab4cb82f82fd6de,02-11-2020 13:32,Business Development (Sales),BYJU'S,Delhi,Immediately, 15000 /month,2 Months,12 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Flexible work hours""]",,,,,,,,,,
5f9fbd0f9ab4cb82f82fd6df,02-11-2020 13:32,Human Resources (HR),CoalShastra,Delhi,Immediately, 3000 /month +  Incentives,2 Months,12 Nov' 20,Internship with job offer,"[""Certificate"","" Letter of recommendation"","" Informal dress code"","" 5 days a week"","" Job offer""]",,,,,,,,,,
5f9fbd109ab4cb82f82fd6e0,02-11-2020 13:32,Tele-Counseling,EMPI,Delhi,Immediately, 5000-10000 /month,6 Months,12 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation""]",,,,,,,,,,
5f9fbd119ab4cb82f82fd6e1,02-11-2020 13:32,Interior Design,MarksDzyn,Delhi,Immediately, 5000 /month,3 Months,12 Nov' 20,Internship,"[""AutoCAD"",""Adobe Photoshop"",""3ds Max"",""Certificate""]",,,,,,,,,,
5f9fbd119ab4cb82f82fd6e2,02-11-2020 13:32,UI/UX Design,Nurtr,Gurgaon,Immediately, 12000 /month,3 Months,12 Nov' 20,Internship with job offer,"[""Adobe Photoshop"",""Adobe Illustrator"",""UI & UX Design"",""Sketch"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" 5 days a week"","" Job offer""]",,,,,,,,,,
5f9fbd129ab4cb82f82fd6e3,02-11-2020 13:32,Toy Development,Metis Learning Solutions,Delhi,Immediately, 20000 /month,2 Months,12 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" Free snacks & beverages""]",,,,,,,,,,
5f9fbd139ab4cb82f82fd6e4,02-11-2020 13:32,Marketing,Manya The Princeton Review,Delhi,Immediately, 5000 /month,3 Months,12 Nov' 20,Internship,"[""Digital Marketing"",""Facebook Marketing"",""Instagram Marketing"",""Certificate""]",,,,,,,,,,
5f9fbd149ab4cb82f82fd6e5,02-11-2020 13:32,Content Writing,Vendor Infra Global Private Limited,Gurgaon,Immediately, 7000-12000 /month,3 Months,12 Nov' 20,Internship,"[""Blogging"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week""]",,,,,,,,,,
5f9fbd159ab4cb82f82fd6e6,02-11-2020 13:32,Graphic Design,Infirment Technologies Private Limited,Gurgaon,Immediately, 10000 /month,6 Months,12 Nov' 20,Internship,"[""UI & UX Design"",""Certificate""]",,,,,,,,,,
5f9fbd159ab4cb82f82fd6e7,02-11-2020 13:32,Social Media Marketing,The Marcom Avenue,Gurgaon,Immediately, 10000-20000 /month,6 Months,12 Nov' 20,Internship with job offer,"[""Digital Marketing"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Informal dress code"","" Free snacks & beverages"","" Job offer""]",,,,,,,,,,
5f9fbd169ab4cb82f82fd6e8,02-11-2020 13:32,Business Analysis,Get Me Rank,Delhi,Immediately, 10000 /month,3 Months,12 Nov' 20,Internship,"[""Social Media Marketing"",""Digital Marketing"",""Google AdWords"",""Search Engine Optimization (SEO)"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate""]",,,,,,,,,,
5f9fbd189ab4cb82f82fd6e9,02-11-2020 13:32,Content Writing,UNORGANISED WORLD WELFARE FOUNDATION,Delhi,Immediately,Unpaid,3 Months,12 Nov' 20,Internship,"[""Creative Writing"",""Economics"",""English Proficiency (Written)"",""Deep Learning"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" 5 days a week""]",,,,,,,,,,
5f9fbd199ab4cb82f82fd6ea,02-11-2020 13:32,Company Secretary (CS),Ankur S And Associates,Ajmer,Immediately, 2000 /month,6 Months,30 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week"","" Free snacks & beverages""]",,,,,,,,,,
5f9fbd1a9ab4cb82f82fd6eb,02-11-2020 13:32,Sales (IT),Max Vision Solutions Private Limited,Delhi,Immediately, 8000-15000 /month,4 Months,12 Nov' 20,Internship,"[""Salesforce"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Informal dress code"","" Free snacks & beverages""]",,,,,,,,,,
5f9fbd1b9ab4cb82f82fd6ec,02-11-2020 13:32,Content Writing,Yaantra,Ghaziabad,Immediately, 7000 /month,3 Months,12 Nov' 20,Internship,"[""Certificate"","" Flexible work hours""]",,,,,,,,,,
5f9fbd1b9ab4cb82f82fd6ed,02-11-2020 13:32,Business Analytics,RipenApps Technologies Private Limited,Noida,Immediately, 10000 /month,6 Months,12 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Informal dress code"","" 5 days a week""]",,,,,,,,,,
5f9fbd1c9ab4cb82f82fd6ee,02-11-2020 13:32,Human Resources (HR),Good Leaps Solutions Private Limited,Chennai,Immediately, 7000 /month +  Incentives,6 Months,12 Nov' 20,Internship with job offer,"[""MS-Office"",""MS-Word"",""MS-Excel"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Flexible work hours"","" Job offer""]",,,,,,,,,,
5f9fbd1d9ab4cb82f82fd6ef,02-11-2020 13:32,Social Media Marketing,Bees And Baubles,Delhi,Immediately, 5000 /month,3 Months,12 Nov' 20,Internship,"[""Digital Marketing"",""Search Engine Optimization (SEO)"",""Facebook Marketing"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" Free snacks & beverages""]",,,,,,,,,,
5f9fbd1e9ab4cb82f82fd6f0,02-11-2020 13:32,E-commerce Management,Indian Robo Store,Delhi,Immediately, 8000-10000 /month,3 Months,12 Nov' 20,Internship with job offer,"[""MS-Office"",""MS-Word"",""MS-Excel"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Free snacks & beverages"","" Job offer""]",,,,,,,,,,
5f9fbd1f9ab4cb82f82fd6f1,02-11-2020 13:32,Human Resources (HR),Ghar Pe Shiksha,Delhi,Immediately, 7000-13000 /month,4 Months,12 Nov' 20,Internship,"[""MS-Office"",""Recruitment"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Flexible work hours""]",,,,,,,,,,
5f9fbd209ab4cb82f82fd6f2,02-11-2020 13:32,PowerPoint Design,Arab Easy,Gurgaon,Immediately, 20000 /month,3 Months,12 Nov' 20,Internship,"[""Adobe Photoshop"",""Adobe Illustrator"",""Adobe Indesign"",""MS-Office"",""MS-Word"",""MS-PowerPoint"",""MS-Excel"",""Certificate"","" 5 days a week"","" Free snacks & beverages""]",,,,,,,,,,
5f9fbd209ab4cb82f82fd6f3,02-11-2020 13:32,Operations,Milestone NGO,Delhi,Immediately, 4000 /month,6 Months,12 Nov' 20,Internship,"[""MS-Excel"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" 5 days a week""]",,,,,,,,,,
5f9fbd229ab4cb82f82fd6f4,02-11-2020 13:32,Artificial Intelligence (AI),Jerphy,Delhi,Immediately, 9000-15000 /month,1 Month,12 Nov' 20,Internship,"[""Artifical Intelligence"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week""]",,,,,,,,,,
5f9fbd239ab4cb82f82fd6f5,02-11-2020 13:32,Operations,ArtBuzz,Delhi,Immediately, 10000 /month,6 Months,12 Nov' 20,Internship,"[""MS-Word"",""Digital Marketing"",""Creative Writing"",""MS-Excel"",""Certificate"","" Letter of recommendation"","" Informal dress code""]",,,,,,,,,,
5f9fbd249ab4cb82f82fd6f6,02-11-2020 13:32,Digital Marketing,Akash Chauhan,Delhi,Immediately, 4000 /month,3 Months,12 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code""]",,,,,,,,,,
5f9fbd249ab4cb82f82fd6f7,02-11-2020 13:32,Java Development,EZ Lock,Noida,Immediately, 12000-18000 /month,6 Months,12 Nov' 20,Internship with job offer,"[""Java"",""SQL"",""Teaching"",""MS SQL Server"",""Certificate"","" Letter of recommendation"","" 5 days a week"","" Job offer""]",,,,,,,,,,
5f9fbd259ab4cb82f82fd6f8,02-11-2020 13:32,Business Development (Sales),GSA Overseas,Noida,Immediately, 8000 /month +  Incentives,6 Months,12 Nov' 20,Internship with job offer,"[""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Job offer""]",,,,,,,,,,
5f9fbd269ab4cb82f82fd6f9,02-11-2020 13:32,Design Engineering (Mechanical),AMOGEO ITES INDIA Limited,Noida,Immediately, 6000-12000 /month,6 Months,12 Nov' 20,Internship with job offer,"[""AutoCAD"",""SolidWorks"",""Catia"",""STAAD.Pro"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" Job offer""]",,,,,,,,,,
5f9fbd279ab4cb82f82fd6fa,02-11-2020 13:32,Content Writing,Eye Mantra Hospital,Delhi,Immediately, 5000-10000 /month,6 Months,12 Nov' 20,Internship,"[""Creative Writing"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Informal dress code""]",,,,,,,,,,
5f9fbd289ab4cb82f82fd6fb,02-11-2020 13:32,Digital Marketing,Loom Solar Private Limited,Faridabad,Immediately, 8000 /month,3 Months,12 Nov' 20,Internship,"[""Search Engine Optimization (SEO)"",""Certificate"","" Flexible work hours"","" Free snacks & beverages""]",,,,,,,,,,
5f9fbd299ab4cb82f82fd6fc,02-11-2020 13:32,Angular Development,Iraitech Innovations & Technologies Private Limited,Delhi,Immediately, 5000-10000 /month,2 Months,12 Nov' 20,Internship with job offer,"[""Java"",""CSS"",""Bootstrap"",""Node.js"",""PostgreSQL"",""Angular 7.0"",""Certificate"","" Job offer""]",,,,,,,,,,
5f9fbd2a9ab4cb82f82fd6fd,02-11-2020 13:32,Mobile App Development (Flutter),Aarvy Technologies,Delhi,Immediately, 2000 /month,6 Months,12 Nov' 20,Internship with job offer,"[""Flutter"",""Dart"",""iOS"",""Android"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" Job offer""]",,,,,,,,,,
5f9fbd2b9ab4cb82f82fd6fe,02-11-2020 13:32,iOS App Development,Aarvy Technologies,Delhi,Immediately, 3000-5000 /month,6 Months,12 Nov' 20,Internship with job offer,"[""C Programming"",""Swift"",""iOS"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" Job offer""]",,,,,,,,,,
5f9fbd2c9ab4cb82f82fd6ff,02-11-2020 13:32,Subject Matter Expert (Mathematics),Innovalance Learning Systems,Delhi,Immediately, 8000 /month,3 Months,12 Nov' 20,Internship with job offer,"[""MS-Office"",""MS-Word"",""MS-Excel"",""Certificate"","" Letter of recommendation"","" Job offer""]",,,,,,,,,,
5f9fbd2d9ab4cb82f82fd700,02-11-2020 13:32,Digital Marketing,True Care Counselling Private Limited,Noida,Immediately, 6000 /month,6 Months,12 Nov' 20,Internship with job offer,"[""Social Media Marketing"",""Digital Marketing"",""Search Engine Optimization (SEO)"",""Certificate"","" Informal dress code"","" Job offer""]",,,,,,,,,,
5f9fbd2d9ab4cb82f82fd701,02-11-2020 13:32,Project Coordination,Innovalance Learning Systems,Delhi,Immediately, 7500 /month,3 Months,12 Nov' 20,Internship,"[""MS-Office"",""Certificate"","" Letter of recommendation""]",,,,,,,,,,
5f9fbd2e9ab4cb82f82fd702,02-11-2020 13:32,Business Development (Sales),Proffus,Delhi,Immediately, 6000 /month,2 Months,12 Nov' 20,Internship with job offer,"[""English Proficiency (Spoken)"",""Certificate"","" Letter of recommendation"","" Job offer""]",,,,,,,,,,
5f9fbd2f9ab4cb82f82fd703,02-11-2020 13:32,Law/ Legal,AKJ Attorneys & Solicitors LLP,Gurgaon,Immediately, 2000 /month,2 Months,12 Nov' 20,Internship,"[""MS-Office"",""Certificate"","" Letter of recommendation"","" Free snacks & beverages""]",,,,,,,,,,
5f9fbd309ab4cb82f82fd704,02-11-2020 13:32,Business Development (Sales),Xpress Minds Edutainment Private Limited,Delhi,Immediately, 12500 /month,3 Months,12 Nov' 20,Internship,"[""Salesforce"",""English Proficiency (Spoken)"",""Certificate""]",,,,,,,,,,
5f9fbd319ab4cb82f82fd705,02-11-2020 13:32,Marketing,House Of Desi Products Private Limited,Greater Noida,Immediately, 2000 /month,3 Months,12 Nov' 20,Internship,"[""Certificate"","" Flexible work hours""]",,,,,,,,,,
5f9fbd319ab4cb82f82fd706,02-11-2020 13:32,Marketing,House Of Desi Products Private Limited,Delhi,Immediately, 8000 /month,3 Months,12 Nov' 20,Internship with job offer,"[""English Proficiency (Spoken)"",""Instagram Marketing"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Job offer""]",,,,,,,,,,
5f9fbd329ab4cb82f82fd707,02-11-2020 13:32,Operations,Labotek,Delhi,Immediately, 10000-13000 /month,6 Months,12 Nov' 20,Internship,"[""Letter of recommendation""]",,,,,,,,,,
5f9fbd339ab4cb82f82fd708,02-11-2020 13:32,Executive Assistance (To Founder/CEO),Nestor Consulting Private Limited,Delhi,Immediately, 10000 /month,6 Months,12 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation""]",,,,,,,,,,
5f9fbd349ab4cb82f82fd709,02-11-2020 13:32,Graphic Design,Yellow Straw Advertising,Noida,Immediately, 3500 /month,4 Months,12 Nov' 20,Internship with job offer,"[""Adobe Photoshop"",""Adobe Illustrator"",""Adobe Premiere Pro"",""3ds Max"",""Adobe After Effects"",""Certificate"","" Letter of recommendation"","" 5 days a week"","" Job offer""]",,,,,,,,,,
5f9fbd359ab4cb82f82fd70a,02-11-2020 13:33,Law/ Legal,VSP Legals,Delhi,Immediately,Unpaid,1 Month,12 Nov' 20,Internship with job offer,"[""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Free snacks & beverages"","" Job offer""]",,,,,,,,,,
5f9fbd369ab4cb82f82fd70b,02-11-2020 13:33,Web Development,BestWebs,Delhi,Immediately, 5000 /month +  Incentives,3 Months,12 Nov' 20,Internship with job offer,"[""PHP"",""HTML"",""CSS"",""JavaScript"",""jQuery"",""Bootstrap"",""Node.js"",""Vue Js"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week"","" Free snacks & beverages"","" Job offer""]",,,,,,,,,,
5f9fbd379ab4cb82f82fd70c,02-11-2020 13:33,Merchandising,Dalmia Designer India Private Limited,Delhi,Immediately, 6000 /month,4 Months,12 Nov' 20,Internship with job offer,"[""Fashion Styling"",""Certificate"","" Letter of recommendation"","" Job offer""]",,,,,,,,,,
5f9fbd379ab4cb82f82fd70d,02-11-2020 13:33,Backend Support (Data Processing),Dimentics Info Tech Private Limited,Delhi,Immediately, 10000-12000 /month,6 Months,12 Nov' 20,Internship,"[""MS-Office"",""MS-Word"",""MS-Excel"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" 5 days a week""]",,,,,,,,,,
5f9fbd389ab4cb82f82fd70e,02-11-2020 13:33,Tour Coordinator,Travel Hippo,Delhi,Immediately, 2000-6000 /month,2 Months,12 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation""]",,,,,,,,,,
5f9fbd399ab4cb82f82fd70f,02-11-2020 13:33,Digital Marketing,Shweta Gaur Makeup Artist & Academy,Noida,Immediately, 5000 /month,3 Months,12 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Informal dress code""]",,,,,,,,,,
5f9fbd3a9ab4cb82f82fd710,02-11-2020 13:33,Chartered Accountancy (CA),Sandeep & Associates,Greater Noida,Immediately, 5000-10000 /month,12 Months,12 Nov' 20,Internship,"[""Accounting"",""Tally"",""MS-Excel"",""Certificate"","" Letter of recommendation"","" Flexible work hours""]",,,,,,,,,,
5f9fbd3c9ab4cb82f82fd711,02-11-2020 13:33,Subject Matter Expert (Chemistry),Innovalance Learning Systems,Delhi,Immediately, 8000 /month,3 Months,12 Nov' 20,Internship,"[""MS-Office"",""Chemistry"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation""]",,,,,,,,,,
5f9fbd3d9ab4cb82f82fd712,02-11-2020 13:33,Tally (Accounts),Indian Robo Store,Delhi,Immediately, 8000-10000 /month,4 Months,12 Nov' 20,Internship with job offer,"[""Accounting"",""Tally"",""MS-Excel"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Free snacks & beverages"","" Job offer""]",,,,,,,,,,
5f9fbd3f9ab4cb82f82fd713,02-11-2020 13:33,Subject Matter Expert,EDUCRUX PRIVATE LIMITED,Delhi,Immediately, 18000 /month,3 Months,12 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code""]",,,,,,,,,,
5f9fbd3f9ab4cb82f82fd714,02-11-2020 13:33,Social Media Marketing,Colors Digital,Delhi,Immediately, 4000-6000 /month,2 Months,12 Nov' 20,Internship with job offer,"[""Social Media Marketing"",""MS-Excel"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Job offer""]",,,,,,,,,,
5f9fbd409ab4cb82f82fd715,02-11-2020 13:33,Social Media Marketing,SocioMonkey,Delhi,Immediately, 5000-10000 /month,3 Months,12 Nov' 20,Internship,"[""Social Media Marketing"",""Digital Marketing"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Informal dress code""]",,,,,,,,,,
5f9fbd419ab4cb82f82fd716,02-11-2020 13:33,Social Media Marketing,Make My Business Online,Delhi,Immediately, 2500-5000 /month,4 Months,12 Nov' 20,Internship with job offer,"[""Certificate"","" Letter of recommendation"","" 5 days a week"","" Job offer""]",,,,,,,,,,
5f9fbd429ab4cb82f82fd717,02-11-2020 13:33,Full Stack Development,Variety Innovation Venture Private Limited,Gurgaon,Immediately, 10000 /month,6 Months,3 Dec' 20,Internship with job offer,"[""Java"",""HTML"",""CSS"",""JavaScript"",""jQuery"",""SQL"",""Bootstrap"",""Hibernate (Java)"",""Spring MVC"",""JSON"",""REST API"",""Git SVN"",""ReactJS"",""Certificate"","" Letter of recommendation"","" Informal dress code"","" Free snacks & beverages"","" Job offer""]",,,,,,,,,,
5f9fbd439ab4cb82f82fd718,02-11-2020 13:33,Lead Generation,SoftEzi Solutions Limited Liability Partnership,Delhi,Immediately, 2000-5000 /month,3 Months,12 Nov' 20,Internship with job offer,"[""Certificate"","" Flexible work hours"","" Informal dress code"","" 5 days a week"","" Job offer""]",,,,,,,,,,
5f9fbd449ab4cb82f82fd719,02-11-2020 13:33,Embedded Engineering,Ranavaj Power Solution Private Limited,Noida,Immediately, 5000 /month,3 Months,12 Nov' 20,Internship with job offer,"[""Embedded Systems"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" Job offer""]",,,,,,,,,,
5f9fbd449ab4cb82f82fd71a,02-11-2020 13:33,Web Development,Scideas Solutions Private Limited,Delhi,Immediately, 10000 /month,4 Months,12 Nov' 20,Internship with job offer,"[""PHP"",""LARAVEL"",""Certificate"","" Job offer""]",,,,,,,,,,
5f9fbd459ab4cb82f82fd71b,02-11-2020 13:33,Drupal Development,Scideas Solutions Private Limited,Delhi,Immediately, 10000 /month,4 Months,12 Nov' 20,Internship with job offer,"[""PHP"",""Drupal"",""Certificate"","" Job offer""]",,,,,,,,,,
5f9fbd469ab4cb82f82fd71c,02-11-2020 13:33,Graphic Design,Knick Knack Nook,Delhi,Immediately, 2000-4000 /month,2 Months,12 Nov' 20,Internship,"[""Adobe Photoshop"",""Adobe Illustrator"",""Certificate"","" Letter of recommendation"","" Flexible work hours""]",,,,,,,,,,
5f9fbd479ab4cb82f82fd71d,02-11-2020 13:33,Business Development (Sales),SUVIJ Pharamceuticals,Delhi,Immediately, 7000 /month,1 Month,12 Nov' 20,Internship,"[""Certificate""]",,,,,,,,,,
5f9fbd479ab4cb82f82fd71e,02-11-2020 13:33,Human Resources (HR),Eye Mantra Hospital,Pitampura,Immediately, 7000-10000 /month,6 Months,12 Nov' 20,Internship with job offer,"[""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Job offer""]",,,,,,,,,,
5f9fbd499ab4cb82f82fd71f,02-11-2020 13:33,Graphic Design,SUVIJ Pharamceuticals,Delhi,Immediately, 4000 /month,2 Months,12 Nov' 20,Internship,"[""Certificate""]",,,,,,,,,,
5f9fbd4a9ab4cb82f82fd720,02-11-2020 13:33,Business Development (Sales),CollegeDoors.com,Chandigarh,Immediately, 5000 /month +  Incentives,2 Months,12 Nov' 20,Internship with job offer,"[""Letter of recommendation"","" Flexible work hours"","" Job offer""]",,,,,,,,,,
